install_id,created_at,updated_at,app_version,build_number,release_channel,first_run_at,last_seen_at,timestamp,app_launched_count,days_since_install,days_since_last_seen,internet_status,windows_version,os_architecture,dotnet_runtime_version,ram_bucket,cpu_core_bucket,screen_resolution_bucket,country_setting,currency_setting,startup_time_bucket_ms,feature_flags,last_update_prompt_at,last_update_installed_at,crash_count,type,run_id
f35f5b33-29bc-45b6-8d8e-2f34557944c3,2026-04-04T22:21:23.000938+00:00,2026-04-04T22:21:23.000938+00:00,1.2.0,1100,production,2026-04-04T22:21:16.334295+00:00,2026-04-04T22:21:16.37443+00:00,2026-04-04T22:21:16.373906+00:00,1,54,54,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,4-8GB,9-16 Cores,1920x1080,GB,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
be109860-3a64-44f3-8d3c-47b7a844845a,2026-04-05T13:59:46.878588+00:00,2026-04-05T14:36:49.065014+00:00,1.2.0,1100,production,2026-04-05T13:59:41.482871+00:00,2026-04-05T14:36:44.877709+00:00,2026-04-05T14:36:44.876932+00:00,2,53,53,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,8-16GB,5-8 Cores,1920x1080,LR,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
c818e40b-13bc-4995-a943-e49eb0336253,2026-05-26T04:21:46.493327+00:00,2026-05-26T04:21:46.493327+00:00,1.4.7,1200,production,2026-05-26T04:16:39.02738+00:00,2026-05-26T04:16:39.09523+00:00,2026-05-26T04:16:39.09523+00:00,1,2,2,True,Microsoft Windows 10.0.26100,X64,.NET 10.0.7,0-4GB,1-2 Cores,1920x1080,,PHP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,c5c8a873-8fb8-416c-be31-b6a2d89271df
e199e55d-7ad7-4b8d-92d3-e8f73f79cc0d,2026-04-05T18:01:53.25789+00:00,2026-04-05T18:01:53.25789+00:00,1.2.0,1100,production,2026-03-31T18:21:52.993999+00:00,2026-04-05T18:01:59.291898+00:00,2026-04-05T18:01:59.290099+00:00,2,58,53,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.25,8-16GB,5-8 Cores,1920x1080,AF,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
c38d0190-c69d-4b2c-a96e-69c8377a15a7,2026-04-02T19:00:19.605616+00:00,2026-04-05T18:23:05.528679+00:00,1.2.0,1100,production,2026-04-02T19:00:16.923314+00:00,2026-04-05T18:22:59.000942+00:00,2026-04-05T18:22:58.99796+00:00,3,56,53,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,4-8GB,1-2 Cores,1920x1080,ZA,ZAR,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
465adfe3-70c5-4122-b79b-ffb8f594c6ef,2026-03-26T04:57:54.51664+00:00,2026-03-26T06:15:11.875253+00:00,1.2.0,1100,production,2026-03-26T04:57:52.880954+00:00,2026-03-26T06:15:12.037666+00:00,2026-03-26T06:15:12.036228+00:00,2,63,63,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.25,0-4GB,3-4 Cores,1920x1080,IN,INR,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
b46a0be6-a7ee-4cdb-844d-2bed90ea008c,2026-04-06T07:41:33.778283+00:00,2026-04-06T07:41:33.778283+00:00,1.2.0,1100,production,2026-04-06T07:41:28.845409+00:00,2026-04-06T07:41:28.903342+00:00,2026-04-06T07:41:28.902364+00:00,1,52,52,True,Microsoft Windows 10.0.19045,X64,.NET 8.0.11,4-8GB,3-4 Cores,1920x1080,ZM,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
c49a922c-51ab-4453-b355-68f7d0deba7c,2026-04-06T10:04:18.642165+00:00,2026-04-06T10:04:18.642165+00:00,1.2.0,1100,production,2026-04-06T10:24:57.543275+00:00,2026-04-06T10:24:57.590033+00:00,2026-04-06T10:24:57.588991+00:00,1,52,52,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,8-16GB,9-16 Cores,1920x1080,GB,GBP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
39bfe9ff-1bce-4865-b841-6277a033ad6d,2026-04-01T15:11:51.098868+00:00,2026-04-08T06:38:45.433488+00:00,1.2.0,1100,production,2026-04-01T14:54:51.36847+00:00,2026-04-08T06:38:32.103118+00:00,2026-04-08T06:38:31.902925+00:00,3,57,50,True,Microsoft Windows 10.0.19045,X64,.NET 8.0.25,0-4GB,1-2 Cores,1366x768,ZM,ZMW,1000-2000,"['new_checkout', 'tax_inclusive']",,,4,app_launch,
114eb06b-d1e1-458d-aff3-a9712ec96a04,2026-04-19T09:58:52.524187+00:00,2026-04-19T09:58:52.524187+00:00,1.3.2,,,,2026-04-19T09:58:51.131456+00:00,,1,,39,,,,,,,,,,,,,,0,,
e44c9945-21e2-4ad3-ba89-2198c87d5de9,2026-03-28T12:06:54.521473+00:00,2026-03-28T12:06:54.521473+00:00,1.2.0,1100,production,2026-03-28T12:06:52.813523+00:00,2026-03-28T12:06:52.872087+00:00,2026-03-28T12:06:52.871425+00:00,1,61,61,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,8-16GB,5-8 Cores,1920x1080,PL,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
75d92348-4e81-4fb6-91bf-5be8d0632917,2026-03-23T15:03:28.199235+00:00,2026-03-29T11:19:23.334779+00:00,1.2.0,1100,production,2026-03-23T15:03:19.916025+00:00,2026-03-29T11:19:21.998072+00:00,2026-03-29T11:19:21.99743+00:00,14,66,60,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.25,8-16GB,5-8 Cores,1920x1080,LB,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
8f255633-d2c7-4462-87fe-af637242c015,2026-03-30T05:16:56.67851+00:00,2026-03-30T05:16:56.67851+00:00,1.2.0,1100,production,2026-03-30T05:16:52.52758+00:00,2026-03-30T05:16:52.61822+00:00,2026-03-30T05:16:52.616983+00:00,1,59,59,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,4-8GB,5-8 Cores,1920x1080,CN,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
dcd65907-e417-418a-9ffe-c0d40b694fb4,2026-03-30T06:19:47.531649+00:00,2026-03-30T06:27:51.578323+00:00,1.2.0,1100,production,2026-03-30T06:19:44.775562+00:00,2026-03-30T06:27:49.779288+00:00,2026-03-30T06:27:49.7787+00:00,2,59,59,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.15,8-16GB,9-16 Cores,2256x1504,DK,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
73f11f8f-c3b9-4fac-bf5d-ab1f36942100,2026-03-30T06:28:12.828033+00:00,2026-03-30T06:33:34.603582+00:00,1.2.0,1100,production,2026-03-30T06:28:10.920591+00:00,2026-03-30T06:33:33.112314+00:00,2026-03-30T06:33:33.111404+00:00,3,59,59,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.15,8-16GB,9-16 Cores,2256x1504,DK,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
895cd063-afc0-49d8-a323-29ea03310fe2,2026-03-30T16:20:20.779576+00:00,2026-03-30T16:20:20.779576+00:00,1.2.0,1100,production,2026-03-22T20:47:06.638834+00:00,2026-03-30T16:20:19.741968+00:00,2026-03-30T16:20:19.74113+00:00,11,67,59,True,Microsoft Windows 10.0.19045,X64,.NET 8.0.25,8-16GB,5-8 Cores,1920x1080,ES,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
c86fac19-fc49-430b-9b45-e5e302833629,2026-03-24T18:03:40.44959+00:00,2026-04-01T02:22:07.550138+00:00,1.0.0,1100,production,2026-03-24T18:03:28.944531+00:00,2026-04-01T02:22:05.74493+00:00,2026-04-01T02:22:05.743858+00:00,14,65,57,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.25,16-32GB,5-8 Cores,1366x768,EG,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
f3d1754c-12f4-425d-ba6a-65eedae0a996,2026-04-01T05:37:36.420388+00:00,2026-04-01T05:37:50.545456+00:00,1.2.0,1100,production,2026-04-01T05:37:29.481656+00:00,2026-04-01T05:37:44.667283+00:00,2026-04-01T05:37:44.660673+00:00,3,57,57,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.21,8-16GB,9-16 Cores,1920x1200,NL,GBP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
9bd160ef-e733-44a2-a46e-996033a4dbd3,2026-04-01T05:37:37.666685+00:00,2026-04-01T05:38:02.305793+00:00,1.2.0,1100,production,2026-04-01T05:37:32.421871+00:00,2026-04-01T05:37:57.456957+00:00,2026-04-01T05:37:57.452814+00:00,2,57,57,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.21,8-16GB,9-16 Cores,1920x1200,NL,GBP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
766674e3-2d79-4156-b4bc-c44e9de9c7ec,2026-05-16T19:03:39.798856+00:00,2026-05-16T19:03:39.798856+00:00,1.4.4,1200,production,2026-05-17T02:17:38.613613+00:00,2026-05-17T02:17:38.646161+00:00,2026-05-17T02:17:38.646161+00:00,1,11,11,True,Microsoft Windows 10.0.22631,X64,.NET 10.0.7,8-16GB,3-4 Cores,1920x1080,NI,GBP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,ba6fa9bc-e72b-425c-9cad-fa5eaf1a8d59
c3cfa566-55b0-4a04-af81-b5ac34589504,2026-04-21T12:32:48.497159+00:00,2026-04-21T12:32:49.484055+00:00,1.3.2,1200,production,2026-04-21T12:32:47.607758+00:00,2026-04-21T12:32:50.140538+00:00,2026-04-21T12:32:50.139901+00:00,1,37,37,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.11,8-16GB,5-8 Cores,1920x1080,PH,PHP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
42ed0d28-6f4d-4944-a0ed-7183616cfa47,2026-04-24T10:58:18.958706+00:00,2026-04-24T10:58:19.782667+00:00,1.3.2,1200,production,2026-04-24T10:58:21.190598+00:00,2026-04-24T10:58:22.82207+00:00,2026-04-24T10:58:22.820834+00:00,1,34,34,True,Microsoft Windows 10.0.22000,X64,.NET 8.0.26,4-8GB,3-4 Cores,1920x1080,BE,EUR,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
676aeec2-286a-4682-a625-b5dcd9a6a180,2026-04-07T22:25:51.348551+00:00,2026-04-07T22:25:51.348551+00:00,1.2.0,1100,production,2026-04-07T22:25:49.763237+00:00,2026-04-07T22:25:49.831503+00:00,2026-04-07T22:25:49.830844+00:00,1,51,51,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,4-8GB,5-8 Cores,1366x768,BS,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
4f6a1dad-7cd0-4c49-bdd5-81a605a1ff5b,2026-04-21T22:40:32.009293+00:00,2026-04-21T22:40:32.933867+00:00,1.3.2,1200,production,2026-04-21T22:40:30.316877+00:00,2026-04-21T22:40:32.791791+00:00,2026-04-21T22:40:32.790809+00:00,1,37,37,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.26,8-16GB,5-8 Cores,1920x1080,JM,JMD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
1ec18eeb-c9c9-4deb-894a-c20e66388f07,2026-04-08T11:01:37.12893+00:00,2026-04-08T11:01:37.12893+00:00,1.2.0,1100,production,2026-04-08T07:58:29.601556+00:00,2026-04-08T07:58:30.41002+00:00,2026-04-08T07:58:30.408423+00:00,1,50,50,True,Microsoft Windows 10.0.19045,X64,.NET 8.0.25,4-8GB,3-4 Cores,1024x768,PH,PHP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
8fb4a7af-3623-4a8c-b525-2d86e77ace3a,2026-04-08T11:56:42.662025+00:00,2026-04-08T11:56:42.662025+00:00,1.2.0,1100,production,2026-04-08T11:56:39.066188+00:00,2026-04-08T11:56:39.133346+00:00,2026-04-08T11:56:39.13151+00:00,1,50,50,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.25,8-16GB,5-8 Cores,1920x1080,KE,KES,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
d997415c-0789-4f98-9e68-7817626cf8a5,2026-04-24T18:46:43.69277+00:00,2026-04-24T18:46:45.135718+00:00,1.3.2,1200,production,2026-04-24T18:46:41.066435+00:00,2026-04-24T18:46:45.203082+00:00,2026-04-24T18:46:45.161524+00:00,1,34,34,True,Microsoft Windows 10.0.19045,X64,.NET 8.0.26,0-4GB,3-4 Cores,1366x768,LS,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
9f37d12d-77b6-4277-9b34-5d0bf660aa5e,2026-04-08T17:46:28.066054+00:00,2026-04-08T18:27:37.933645+00:00,1.2.0,1100,production,2026-04-08T17:46:25.927124+00:00,2026-04-08T18:27:36.089853+00:00,2026-04-08T18:27:36.088545+00:00,2,50,50,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.25,16-32GB,5-8 Cores,1366x768,EG,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
fa04d9b3-a1c0-471b-b103-a347bfeef5d7,2026-04-08T18:29:25.566349+00:00,2026-04-08T18:29:25.566349+00:00,1.2.0,1100,production,2026-04-08T18:27:57.444674+00:00,2026-04-08T18:29:24.263943+00:00,2026-04-08T18:29:24.262523+00:00,1,50,50,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.25,16-32GB,5-8 Cores,1366x768,EG,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,1,app_launch,
c0d62ced-704f-481d-8f4b-818aaeda3c8d,2026-05-10T00:20:56.030388+00:00,2026-05-10T00:20:56.030388+00:00,1.4.7,1200,production,2026-05-10T00:20:52.199448+00:00,2026-05-10T00:20:52.26996+00:00,2026-05-10T00:20:52.26996+00:00,1,18,18,True,Microsoft Windows 10.0.22631,X64,.NET 10.0.7,4-8GB,5-8 Cores,1920x1080,KI,AUD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,d256cca0-f5a0-4921-95bb-771a848d33ca
027b9fdb-467d-44ac-934f-34fe10e8660e,2026-04-24T10:21:49.766925+00:00,2026-04-25T12:09:47.087445+00:00,1.3.3,1200,production,2026-04-24T10:21:48.471316+00:00,2026-04-25T12:09:45.26693+00:00,2026-04-25T12:09:45.26693+00:00,5,34,33,True,Microsoft Windows 10.0.26100,X64,.NET 9.0.15,16-32GB,5-8 Cores,1366x768,EG,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,1,app_launch,19394748-1425-4f42-a10c-c0cffe32ff7c
0ac90631-46f1-4112-a678-025ec614e9b3,2026-05-01T13:20:39.08899+00:00,2026-05-03T09:53:27.269851+00:00,1.3.2,1200,production,2026-05-01T13:20:39.978712+00:00,2026-05-03T09:53:27.081191+00:00,2026-05-03T09:53:27.08067+00:00,49,27,25,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.26,8-16GB,9-16 Cores,1920x1080,BE,EUR,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,204f60bf-cf16-4ab1-9faf-05ac04c26b23
fd7528d7-2a5e-48d4-8fff-ebcc0731aa82,2026-05-03T09:54:12.799569+00:00,2026-05-03T09:54:13.423093+00:00,1.3.2,1200,production,2026-05-03T09:54:12.470207+00:00,2026-05-03T09:54:13.22767+00:00,2026-05-03T09:54:13.227162+00:00,1,25,25,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.26,8-16GB,9-16 Cores,1920x1080,BE,EUR,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
1a6d9a19-35ce-4515-9a53-8857658a377b,2026-04-28T09:16:02.795448+00:00,2026-04-28T14:35:34.701252+00:00,1.4.0,1200,production,2026-04-28T09:16:01.109812+00:00,2026-04-28T14:35:33.154934+00:00,2026-04-28T14:35:33.154934+00:00,10,30,30,True,Microsoft Windows 10.0.26200,X64,.NET 10.0.7,4-8GB,5-8 Cores,1920x1080,PH,PHP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,577eb718-7d29-4525-ab86-27cadcfe0b40
64161519-0fde-4738-b3ee-1bd0322360a4,2026-05-03T10:28:00.588357+00:00,2026-05-03T10:56:59.317479+00:00,1.4.2,1200,production,2026-05-03T10:19:30.008581+00:00,2026-05-03T10:56:57.564857+00:00,2026-05-03T10:56:57.564857+00:00,5,25,25,True,Microsoft Windows 10.0.26100,X64,.NET 10.0.7,16-32GB,5-8 Cores,1366x768,EG,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,5,app_launch,61d85482-ac5e-4a89-a5ac-fdcf5c48802b
8eab01b1-2315-4dfb-98ce-b72d34f6139d,2026-04-28T14:39:27.043909+00:00,2026-04-28T15:01:13.894381+00:00,1.4.0,1200,production,2026-04-28T14:39:25.079283+00:00,2026-04-28T15:01:12.145342+00:00,2026-04-28T15:01:12.145342+00:00,3,30,30,True,Microsoft Windows 10.0.26200,X64,.NET 10.0.7,4-8GB,5-8 Cores,1920x1080,PH,PHP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,5028e4da-411a-4ba9-a1ed-94c5af912115
272478a6-66e8-416f-9290-45102cb1da03,2026-04-28T18:42:55.422375+00:00,2026-04-28T18:42:55.422375+00:00,1.4.0,1200,production,2026-04-28T18:42:50.509966+00:00,2026-04-28T18:42:50.653481+00:00,2026-04-28T18:42:50.653481+00:00,1,30,30,True,Microsoft Windows 10.0.19045,X64,.NET 10.0.7,0-4GB,1-2 Cores,1024x768,GB,GBP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,d9f46b48-e2c8-4806-86ea-14814cae50dc
fd13a141-0e42-4e11-9b3c-1c943a4702a2,2026-04-28T01:32:31.037958+00:00,2026-04-30T02:18:17.643881+00:00,1.4.0,1200,production,2026-04-28T01:32:27.450539+00:00,2026-04-30T02:18:14.006697+00:00,2026-04-30T02:18:14.006697+00:00,2,30,28,True,Microsoft Windows 10.0.19045,X64,.NET 10.0.7,4-8GB,3-4 Cores,1920x1080,BS,BSD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,b74fbb4c-3b29-4f08-92af-3141ab4d2591
dcabe96b-5894-4b91-9a0b-3e99811e82d6,2026-04-16T08:32:18.32617+00:00,2026-04-19T03:14:16.116938+00:00,1.3.2,1200,production,2026-04-15T20:45:54.278148+00:00,2026-04-19T03:14:16.134207+00:00,2026-04-19T03:14:16.132346+00:00,11,43,39,True,Microsoft Windows 10.0.26100,X64,.NET 8.0.26,16-32GB,5-8 Cores,1366x768,EG,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,1,app_launch,
f36420ab-c441-475b-9f04-1c07a9e4b1b6,2026-05-03T15:43:32.13637+00:00,2026-05-03T15:54:02.986051+00:00,1.4.1,1200,production,2026-05-03T15:43:29.160822+00:00,2026-05-03T15:54:01.031925+00:00,2026-05-03T15:54:01.031925+00:00,2,25,25,True,Microsoft Windows 10.0.26200,X64,.NET 10.0.7,4-8GB,3-4 Cores,1920x1080,IN,USD,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,2ab4e5f7-e85e-4cf1-a77c-3f455a5a4c82
39983626-22a4-4c1e-b25d-d15a38bf302b,2026-04-21T10:27:56.030511+00:00,2026-05-01T05:25:24.85215+00:00,1.3.2,1200,production,2026-04-21T10:27:54.827013+00:00,2026-05-01T05:25:26.115628+00:00,2026-05-01T05:25:26.115048+00:00,10,37,27,True,Microsoft Windows 10.0.26200,X64,.NET 8.0.26,8-16GB,9-16 Cores,1920x1080,BE,EUR,1000-2000,"['new_checkout', 'tax_inclusive']",,,1,app_launch,
2f7a7a2b-5104-454a-a685-787f910b4eab,2026-05-02T14:06:41.346787+00:00,2026-05-02T14:13:48.448332+00:00,1.3.2,1200,production,2026-05-02T14:06:33.236673+00:00,2026-05-02T14:09:05.999444+00:00,2026-05-02T14:09:05.997815+00:00,2,26,26,True,Microsoft Windows 10.0.19045,X64,.NET 8.0.25,0-4GB,1-2 Cores,1366x768,,ZMW,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,
a697521a-c52a-477a-a275-8b302730a1f6,2026-04-07T06:48:15.049301+00:00,2026-05-02T14:13:48.750049+00:00,1.3.2,1200,production,2026-04-07T06:47:45.804556+00:00,2026-05-02T14:09:06.639009+00:00,2026-05-02T14:09:06.637448+00:00,8,51,26,True,Microsoft Windows 10.0.19045,X64,.NET 8.0.25,0-4GB,1-2 Cores,1366x768,,ZMW,1000-2000,"['new_checkout', 'tax_inclusive']",,,2,app_launch,
b174abd8-b521-4b06-9c9e-678ae8e56c62,2026-05-02T15:18:30.707731+00:00,2026-05-02T15:18:30.707731+00:00,1.4.0,1200,production,2026-05-02T15:18:28.67966+00:00,2026-05-02T15:18:28.714122+00:00,2026-05-02T15:18:28.714122+00:00,1,26,26,True,Microsoft Windows 10.0.19045,X64,.NET 10.0.7,8-16GB,3-4 Cores,1920x1080,PH,PHP,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,e3c93c5a-3978-4c09-8d59-b41ad6a8390a
0563948b-19ea-4d04-b7fd-70acdd27566a,2026-05-04T12:36:50.917525+00:00,2026-05-04T12:36:50.917525+00:00,1.4.2,1200,production,2026-05-04T12:36:51.889757+00:00,2026-05-04T12:36:51.943402+00:00,2026-05-04T12:36:51.943402+00:00,1,24,24,True,Microsoft Windows 10.0.26100,X64,.NET 10.0.7,4-8GB,1-2 Cores,1920x1080,ID,IDR,1000-2000,"['new_checkout', 'tax_inclusive']",,,0,app_launch,4adbc74b-48a2-49b4-ab9d-cf75952012ba
